CODIGO DO MUNICIPIO - TOM;CODIGO DO MUNICIPIO - IBGE;MUNICIPIO - TOM;municipio - IBGE;UF
3312;4107850;FLOR DA SERRA DO SUL;Flor Da Serra Do Sul;PR
3313;4116950;NOVA ESPERANCA DO SUDOESTE;Nova Esperanca Do Sudoeste;PR
3314;4117057;NOVA LARANJEIRAS;Nova Laranjeiras;PR
3315;4122156;RIO BONITO DO IGUACU;Rio Bonito Do Iguacu;PR
3316;4128658;VIRMOND;Virmond;PR
3317;4110656;IRACEMA DO OESTE;Iracema Do Oeste;PR
3318;4115358;MARIPA;Maripa;PR
3319;4125753;SAO PEDRO DO IGUACU;Sao Pedro Do Iguacu;PR
3320;4103479;CAFEZAL DO SUL;Cafezal Do Sul;PR
3321;4126272;SAUDADE DO IGUACU;Saudade Do Iguacu;PR
3322;4119251;PINHAL DE SAO BENTO;Pinhal De Sao Bento;PR
3323;4128534;VENTANIA;Ventania;PR
3324;4104428;CANDOI;Candoi;PR
3325;4113254;LARANJAL;Laranjal;PR
3326;4115739;MATO RICO;Mato Rico;PR
3327;4123857;SANTA MARIA DO OESTE;Santa Maria Do Oeste;PR
3328;4113429;LIDIANOPOLIS;Lidianopolis;PR
3329;4101150;ANGULO;Angulo;PR
3330;4107553;FAROL;Farol;PR
3331;4121356;RANCHO ALEGRE D'OESTE;Rancho Alegre D'Oeste;PR
3332;4125555;SAO MANOEL DO PARANA;Sao Manoel Do Parana;PR
3333;4117297;NOVO ITACOLOMI;Novo Itacolomi;PR
3334;4123956;SANTA MONICA;Santa Monica;PR
3335;4103370;BRASILANDIA DO SUL;Brasilandia Do Sul;PR
3336;4128625;ALTO PARAISO;Alto Paraiso;PR
3337;4110953;ITAIPULANDIA;Itaipulandia;PR
3338;4121257;RAMILANDIA;Ramilandia;PR
3339;4107538;ENTRE RIOS DO OESTE;Entre Rios Do Oeste;PR
3340;4115853;MERCEDES;Mercedes;PR
3341;4118451;PATO BRAGADO;Pato Bragado;PR
3342;4120853;QUATRO PONTES;Quatro Pontes;PR
3343;4202453;BOMBINHAS;Bombinhas;SC
3344;4211256;MORRO GRANDE;Morro Grande;SC
3345;4212254;PASSO DE TORRES;Passo De Torres;SC
3346;4204251;COCAL DO SUL;Cocal Do Sul;SC
3347;4203956;CAPIVARI DE BAIXO;Capivari De Baixo;SC
3348;4215455;SANGAO;Sangao;SC
3349;4202057;BALNEARIO BARRA DO SUL;Balneario Barra Do Sul;SC
3350;4216354;SAO JOAO DO ITAPERIU;Sao Joao Do Itaperiu;SC
3351;4203154;CALMON;Calmon;SC
3352;4215679;SANTA TEREZINHA;Santa Terezinha;SC
3353;4202859;BRACO DO TROMBUDO;Braco Do Trombudo;SC
3354;4210852;MIRIM DOCE;Mirim Doce;SC
3355;4211058;MONTE CARLO;Monte Carlo;SC
3356;4219150;VARGEM;Vargem;SC
3357;4219176;VARGEM BONITA;Vargem Bonita;SC
3358;4204178;CERRO NEGRO;Cerro Negro;SC
3359;4213351;PONTE ALTA DO NORTE;Ponte Alta Do Norte;SC
3360;4215059;RIO RUFINO;Rio Rufino;SC
3361;4216057;SAO CRISTOVAO DO SUL;Sao Cristovao Do Sul;SC
3362;4210050;MACIEIRA;Macieira;SC
3363;4200556;AGUAS FRIAS;Aguas Frias;SC
3364;4204350;CORDILHEIRA ALTA;Cordilheira Alta;SC
3365;4205431;FORMOSA DO SUL;Formosa Do Sul;SC
3366;4206652;GUATAMBU;Guatambu;SC
3367;4207858;IRATI;Irati;SC
3368;4208955;JARDINOPOLIS;Jardinopolis;SC
3369;4211454;NOVA ITABERABA;Nova Itaberaba;SC
3370;4211652;NOVO HORIZONTE;Novo Horizonte;SC
3371;4213153;PLANALTO ALEGRE;Planalto Alegre;SC
3372;4217758;SUL BRASIL;Sul Brasil;SC
3373;4201273;ARABUTA;Arabuta;SC
3374;4201653;ARVOREDO;Arvoredo;SC
3375;3200102;AFONSO CLAUDIO;Afonso Claudio;ES
3376;3200201;ALEGRE;Alegre;ES
3377;3200300;ALFREDO CHAVES;Alfredo Chaves;ES
3378;3200409;ANCHIETA;Anchieta;ES
3379;3200508;APIACA;Apiaca;ES
3380;3200607;ARACRUZ;Aracruz;ES
3381;3200706;ATILIO VIVACQUA;Atilio Vivacqua;ES
3382;3200805;BAIXO GUANDU;Baixo Guandu;ES
3383;3200904;BARRA DE SAO FRANCISCO;Barra De Sao Francisco;ES
3384;3201001;BOA ESPERANCA;Boa Esperanca;ES
3385;3201100;BOM JESUS DO NORTE;Bom Jesus Do Norte;ES
3386;3201209;CACHOEIRO DE ITAPEMIRIM;Cachoeiro De Itapemirim;ES
3387;3201308;CARIACICA;Cariacica;ES
3388;3201407;CASTELO;Castelo;ES
3389;3201506;COLATINA;Colatina;ES
3390;3201605;CONCEICAO DA BARRA;Conceicao Da Barra;ES
3391;3201704;CONCEICAO DO CASTELO;Conceicao Do Castelo;ES
3392;3201803;DIVINO DE SAO LOURENCO;Divino De Sao Lourenco;ES
3393;3201902;DOMINGOS MARTINS;Domingos Martins;ES
3394;3202009;DORES DO RIO PRETO;Dores Do Rio Preto;ES
3395;3202108;ECOPORANGA;Ecoporanga;ES
3396;3202207;FUNDAO;Fundao;ES
3397;3202306;GUACUI;Guacui;ES
3398;3202405;GUARAPARI;Guarapari;ES
3399;3202504;IBIRACU;Ibiracu;ES
3400;3202603;ICONHA;Iconha;ES
3401;3202702;ITAGUACU;Itaguacu;ES
3402;3202801;ITAPEMIRIM;Itapemirim;ES
3403;3202900;ITARANA;Itarana;ES
3404;3203007;IUNA;Iuna;ES
3405;3203106;JERONIMO MONTEIRO;Jeronimo Monteiro;ES
3406;3203205;LINHARES;Linhares;ES
3407;3203304;MANTENOPOLIS;Mantenopolis;ES
3408;3203403;MIMOSO DO SUL;Mimoso Do Sul;ES
3409;3203502;MONTANHA;Montanha;ES
3410;3203601;MUCURICI;Mucurici;ES
3411;3203700;MUNIZ FREIRE;Muniz Freire;ES
3412;3203809;MUQUI;Muqui;ES
3413;3203908;NOVA VENECIA;Nova Venecia;ES
3414;3204005;PANCAS;Pancas;ES
3415;3204104;PINHEIROS;Pinheiros;ES
3416;3204203;PIUMA;Piuma;ES
3417;3204302;PRESIDENTE KENNEDY;Presidente Kennedy;ES
3418;3204401;RIO NOVO DO SUL;Rio Novo Do Sul;ES
3419;3204500;SANTA LEOPOLDINA;Santa Leopoldina;ES
3420;3204609;SANTA TERESA;Santa Teresa;ES
3421;3204708;SAO GABRIEL DA PALHA;Sao Gabriel Da Palha;ES
3422;3204807;SAO JOSE DO CALCADO;Sao Jose Do Calcado;ES
3423;3204906;SAO MATEUS;Sao Mateus;ES
3424;3205002;SERRA;Serra;ES
3425;3205101;VIANA;Viana;ES
3426;3205200;VILA VELHA;Vila Velha;ES
3427;3205309;VITORIA;Vitoria;ES
3428;3203353;MARILANDIA;Marilandia;ES
3429;3202454;IBATIBA;Ibatiba;ES
3430;3204351;RIO BANANAL;Rio Bananal;ES
3431;3203056;JAGUARE;Jaguare;ES
3432;3204054;PEDRO CANARIO;Pedro Canario;ES
3433;3200169;AGUA DOCE DO NORTE;Agua Doce Do Norte;ES
3434;3200359;ALTO RIO NOVO;Alto Rio Novo;ES
3435;3203130;JOAO NEIVA;Joao Neiva;ES
3436;3203163;LARANJA DA TERRA;Laranja Da Terra;ES
3437;3204559;SANTA MARIA DE JETIBA;Santa Maria De Jetiba;ES
3438;3205036;VARGEM ALTA;Vargem Alta;ES
3439;3205069;VENDA NOVA DO IMIGRANTE;Venda Nova Do Imigrante;ES
3440;3133758;ITAU DE MINAS;Itau De Minas;MG
3441;3200136;AGUIA BRANCA;Aguia Branca;ES
3442;4204459;CORONEL MARTINS;Coronel Martins;SC
3443;4207684;IPUACU;Ipuacu;SC
3444;4209458;LAJEADO GRANDE;Lajeado Grande;SC
3445;4211850;OURO VERDE;Ouro Verde;SC
3446;4212270;PASSOS MAIA;Passos Maia;SC
3447;4202156;BELMONTE;Belmonte;SC
3448;4212239;PARAISO;Paraiso;SC
3449;4215075;RIQUEZA;Riqueza;SC
3450;4215554;SANTA HELENA;Santa Helena;SC
3451;4216255;SAO JOAO DO OESTE;Sao Joao Do Oeste;SC
3452;4217154;SAO MIGUEL DA BOA VISTA;Sao Miguel Da Boa Vista;SC
3453;4313375;NOVA SANTA RITA;Nova Santa Rita;RS
3454;4311981;MARIANA PIMENTEL;Mariana Pimentel;RS
3455;4320552;SERTAO SANTANA;Sertao Santana;RS
3456;4309159;GRAMADO XAVIER;Gramado Xavier;RS
3457;4314076;PASSO DO SOBRADO;Passo Do Sobrado;RS
3458;4320677;SINIMBU;Sinimbu;RS
3459;4322533;VALE DO SOL;Vale Do Sol;RS
3460;4301750;BARAO DO TRIUNFO;Barao Do Triunfo;RS
3461;4312252;MINAS DO LEAO;Minas Do Leao;RS
3462;4312443;MORRINHOS DO SUL;Morrinhos Do Sul;RS
3463;4321832;TRES FORQUILHAS;Tres Forquilhas;RS
3464;4300851;ARAMBARE;Arambare;RS
3465;4320354;SENTINELA DO SUL;Sentinela Do Sul;RS
3466;4311775;MAQUINE;Maquine;RS
3467;4323804;XANGRI-LA;Xangri-La;RS
3468;4314472;PINHAL GRANDE;Pinhal Grande;RS
3469;4315321;QUEVEDOS;Quevedos;RS
3470;4318432;SAO JOAO DO POLESINE;Sao Joao Do Polesine;RS
3471;4319125;SAO MARTINHO DA SERRA;Sao Martinho Da Serra;RS
3472;4323457;VILA NOVA DO SUL;Vila Nova Do Sul;RS
3473;4305975;COXILHA;Coxilha;RS
3474;4308854;GENTIL;Gentil;RS
3475;3300100;ANGRA DOS REIS;Angra Dos Reis;RJ
3476;3300209;ARARUAMA;Araruama;RJ
3477;3300308;BARRA DO PIRAI;Barra Do Pirai;RJ
3478;3300407;BARRA MANSA;Barra Mansa;RJ
3479;3300506;BOM JARDIM;Bom Jardim;RJ
3480;3300605;BOM JESUS DO ITABAPOANA;Bom Jesus Do Itabapoana;RJ
3481;3300704;CABO FRIO;Cabo Frio;RJ
3482;3300803;CACHOEIRAS DE MACACU;Cachoeiras De Macacu;RJ
3483;3300902;CAMBUCI;Cambuci;RJ
3484;3301009;CAMPOS DOS GOYTACAZES;Campos Dos Goytacazes;RJ
3485;3301108;CANTAGALO;Cantagalo;RJ
3486;3301207;CARMO;Carmo;RJ
3487;3301306;CASIMIRO DE ABREU;Casimiro De Abreu;RJ
3488;3301405;CONCEICAO DE MACABU;Conceicao De Macabu;RJ
3489;3301504;CORDEIRO;Cordeiro;RJ
3490;3301603;DUAS BARRAS;Duas Barras;RJ
3491;3301702;DUQUE DE CAXIAS;Duque De Caxias;RJ
3492;3301801;ENGENHEIRO PAULO DE FRONTIN;Engenheiro Paulo De Frontin;RJ
3493;3301900;ITABORAI;Itaborai;RJ
3494;3302007;ITAGUAI;Itaguai;RJ
3495;3302106;ITAOCARA;Itaocara;RJ
3496;3302205;ITAPERUNA;Itaperuna;RJ
3497;3302304;LAJE DO MURIAE;Laje Do Muriae;RJ
3498;3302403;MACAE;Macae;RJ
3499;3302502;MAGE;Mage;RJ
3500;3302601;MANGARATIBA;Mangaratiba;RJ
3501;3302700;MARICA;Marica;RJ
3502;3302809;MENDES;Mendes;RJ
3503;3302908;MIGUEL PEREIRA;Miguel Pereira;RJ
3504;3303005;MIRACEMA;Miracema;RJ
3505;3303104;NATIVIDADE;Natividade;RJ
3506;3303203;NILOPOLIS;Nilopolis;RJ
3507;3303302;NITEROI;Niteroi;RJ
3508;3303401;NOVA FRIBURGO;Nova Friburgo;RJ
3509;3303500;NOVA IGUACU;Nova Iguacu;RJ
3510;3303609;PARACAMBI;Paracambi;RJ
3511;3303708;PARAIBA DO SUL;Paraiba Do Sul;RJ
3512;3303807;PARATI;Parati;RJ
3513;3303906;PETROPOLIS;Petropolis;RJ
3514;3304003;PIRAI;Pirai;RJ
3515;3304102;PORCIUNCULA;Porciuncula;RJ
3516;3304201;RESENDE;Resende;RJ
3517;3304300;RIO BONITO;Rio Bonito;RJ
3518;3304409;RIO CLARO;Rio Claro;RJ
3519;3304508;RIO DAS FLORES;Rio Das Flores;RJ
3520;3304607;SANTA MARIA MADALENA;Santa Maria Madalena;RJ
3521;3304706;SANTO ANTONIO DE PADUA;Santo Antonio De Padua;RJ
3522;3304805;SAO FIDELIS;Sao Fidelis;RJ
3523;3304904;SAO GONCALO;Sao Goncalo;RJ
3524;3305000;SAO JOAO DA BARRA;Sao Joao Da Barra;RJ
3525;3305109;SAO JOAO DE MERITI;Sao Joao De Meriti;RJ
3526;3305208;SAO PEDRO DA ALDEIA;Sao Pedro Da Aldeia;RJ
3527;3305307;SAO SEBASTIAO DO ALTO;Sao Sebastiao Do Alto;RJ
3528;3305406;SAPUCAIA;Sapucaia;RJ
3529;3305505;SAQUAREMA;Saquarema;RJ
3530;3305604;SILVA JARDIM;Silva Jardim;RJ
3531;3305703;SUMIDOURO;Sumidouro;RJ
3532;3305802;TERESOPOLIS;Teresopolis;RJ
3533;3305901;TRAJANO DE MORAES;Trajano De Moraes;RJ
3534;3306008;TRES RIOS;Tres Rios;RJ
3535;3306107;VALENCA;Valenca;RJ
3536;3306206;VASSOURAS;Vassouras;RJ
3537;3306305;VOLTA REDONDA;Volta Redonda;RJ
3538;3300258;ARRAIAL DO CABO;Arraial Do Cabo;RJ
3539;3302056;ITALVA;Italva;RJ
3540;4312138;MATO CASTELHANO;Mato Castelhano;RS
3541;4312427;MORMACO;Mormaco;RS
3542;4312625;MULITERNO;Muliterno;RS
3543;4312674;NICOLAU VERGUEIRO;Nicolau Vergueiro;RS
3544;4314779;PONTAO;Pontao;RS
3545;4317558;SANTO ANTONIO DO PALMA;Santo Antonio Do Palma;RS
3546;4301958;BARRA FUNDA;Barra Funda;RS
3547;4305850;COQUEIROS DO SUL;Coqueiros Do Sul;RS
3548;4306924;ENGENHO VELHO;Engenho Velho;RS
3549;4309126;GRAMADO DOS LOUREIROS;Gramado Dos Loureiros;RS
3550;4311270;LAGOA DOS TRES CANTOS;Lagoa Dos Tres Cantos;RS
3551;4312955;NOVA BOA VISTA;Nova Boa Vista;RS
3552;4315552;RIO DOS INDIOS;Rio Dos Indios;RS
3553;4317756;SANTO ANTONIO DO PLANALTO;Santo Antonio Do Planalto;RS
3554;4301925;BARRA DO RIO AZUL;Barra Do Rio Azul;RS
3555;4304853;CARLOS GOMES;Carlos Gomes;RS
3556;4305116;CENTENARIO;Centenario;RS
3557;4305371;CHARRUA;Charrua;RS
3558;4314787;PONTE PRETA;Ponte Preta;RS
3559;4300646;AMETISTA DO SUL;Ametista Do Sul;RS
3560;4306429;DOIS IRMAOS DAS MISSOES;Dois Irmaos Das Missoes;RS
3561;4313441;NOVO TIRADENTES;Novo Tiradentes;RS
3562;4314498;PINHEIRINHO DO VALE;Pinheirinho Do Vale;RS
3563;4317954;SANTO EXPEDITO DO SUL;Santo Expedito Do Sul;RS
3564;4322186;TUPANCI DO SUL;Tupanci Do Sul;RS
3565;4302154;BOA VISTA DAS MISSOES;Boa Vista Das Missoes;RS
3566;4311429;LAJEADO DO BUGRE;Lajeado Do Bugre;RS
3567;4313490;NOVO BARREIRO;Novo Barreiro;RS
3568;4316428;SAGRADA FAMILIA;Sagrada Familia;RS
3569;4318457;SAO JOSE DAS MISSOES;Sao Jose Das Missoes;RS
3570;4313086;NOVA PADUA;Nova Padua;RS
3571;4312385;MONTE BELO DO SUL;Monte Belo Do Sul;RS
3572;4317251;SANTA TEREZA;Santa Tereza;RS
3573;4319711;SAO VALENTIM DO SUL;Sao Valentim Do Sul;RS
3574;4322350;UNIAO DA SERRA;Uniao Da Serra;RS
3575;3304557;RIO DE JANEIRO;Rio De Janeiro;RJ
3576;3302254;ITATIAIA;Itatiaia;RJ
3577;3303856;PATY DO ALFERES;Paty Do Alferes;RJ
3578;3304151;QUISSAMA;Quissama;RJ
3579;3305158;SAO JOSE DO VALE DO RIO PRETO;Sao Jose Do Vale Do Rio Preto;RJ
3580;3202553;IBITIRAMA;Ibitirama;ES
3581;4303673;CAMPESTRE DA SERRA;Campestre Da Serra;RS
3582;4318622;SAO JOSE DOS AUSENTES;Sao Jose Dos Ausentes;RS
3583;4311627;LINDOLFO COLLOR;Lindolfo Collor;RS
3584;4312476;MORRO REUTER;Morro Reuter;RS
3585;4314423;PICADA CAFE;Picada Cafe;RS
3586;4315149;PRESIDENTE LUCENA;Presidente Lucena;RS
3587;4304697;CAPITAO;Capitao;RS
3588;4310579;ITAPUCA;Itapuca;RS
3589;4305587;COLINAS;Colinas;RS
3590;4312153;MATO LEITAO;Mato Leitao;RS
3591;4316758;SANTA CLARA DO SUL;Santa Clara Do Sul;RS
3592;4320453;SERIO;Serio;RS
3593;4321626;TRAVESSEIRO;Travesseiro;RS
3594;4311791;MARATA;Marata;RS
3595;4314035;PARECI NOVO;Pareci Novo;RS
3596;4319356;SAO PEDRO DA SERRA;Sao Pedro Da Serra;RS
3597;4300570;ALTO FELIZ;Alto Feliz;RS
3598;4311643;LINHA NOVA;Linha Nova;RS
3599;4322541;VALE REAL;Vale Real;RS
3600;4310413;INHACORA;Inhacora;RS
3601;4323754;VITORIA DAS MISSOES;Vitoria Das Missoes;RS
3602;4305871;CORONEL BARROS;Coronel Barros;RS
3603;4313425;NOVO MACHADO;Novo Machado;RS
3604;4318499;SAO JOSE DO INHACORA;Sao Jose Do Inhacora;RS
3605;4316477;SALVADOR DAS MISSOES;Salvador Das Missoes;RS
3606;4319372;SAO PEDRO DO BUTIA;Sao Pedro Do Butia;RS
3607;4315057;PORTO MAUA;Porto Maua;RS
3608;4315073;PORTO VERA CRUZ;Porto Vera Cruz;RS
3609;4301859;BARRA DO GUARITA;Barra Do Guarita;RS
3610;4302378;BOM PROGRESSO;Bom Progresso;RS
3611;4306320;DERRUBADAS;Derrubadas;RS
3612;4319737;SAO VALERIO DO SUL;Sao Valerio Do Sul;RS
3613;4321477;TIRADENTES DO SUL;Tiradentes Do Sul;RS
3614;4311759;MANOEL VIANA;Manoel Viana;RS
3615;4308656;GARRUCHOS;Garruchos;RS
3616;4304358;CANDIOTA;Candiota;RS
3617;4309654;HULHA NEGRA;Hulha Negra;RS
3618;5107297;SAO JOSE DO POVO;Sao Jose Do Povo;MT
3619;3500105;ADAMANTINA;Adamantina;SP
3620;3500204;ADOLFO;Adolfo;SP
3621;3500303;AGUAI;Aguai;SP
3622;3500402;AGUAS DA PRATA;Aguas Da Prata;SP
3623;3500501;AGUAS DE LINDOIA;Aguas De Lindoia;SP
3624;3500600;AGUAS DE SAO PEDRO;Aguas De Sao Pedro;SP
3625;3500709;AGUDOS;Agudos;SP
3626;3500808;ALFREDO MARCONDES;Alfredo Marcondes;SP
3627;3500907;ALTAIR;Altair;SP
3628;3501004;ALTINOPOLIS;Altinopolis;SP
3629;3501103;ALTO ALEGRE;Alto Alegre;SP
3630;3501202;ALVARES FLORENCE;Alvares Florence;SP
3631;3501301;ALVARES MACHADO;Alvares Machado;SP
3632;3501400;ALVARO DE CARVALHO;Alvaro De Carvalho;SP
3633;3501509;ALVINLANDIA;Alvinlandia;SP
3634;3501608;AMERICANA;Americana;SP
3635;3501707;AMERICO BRASILIENSE;Americo Brasiliense;SP
3636;3501806;AMERICO DE CAMPOS;Americo De Campos;SP
3637;3501905;AMPARO;Amparo;SP
3638;3502002;ANALANDIA;Analandia;SP
3639;3502101;ANDRADINA;Andradina;SP
3640;3502200;ANGATUBA;Angatuba;SP
3641;3502309;ANHEMBI;Anhembi;SP
3642;3502408;ANHUMAS;Anhumas;SP
3643;3502507;APARECIDA;Aparecida;SP
3644;3502606;APARECIDA D'OESTE;Aparecida D'Oeste;SP
3645;3502705;APIAI;Apiai;SP
3646;3502804;ARACATUBA;Aracatuba;SP
3647;3502903;ARACOIABA DA SERRA;Aracoiaba Da Serra;SP
3648;3503000;ARAMINA;Aramina;SP
3649;3503109;ARANDU;Arandu;SP
3650;3503208;ARARAQUARA;Araraquara;SP
3651;3503307;ARARAS;Araras;SP
3652;3503406;AREALVA;Arealva;SP
3653;3503505;AREIAS;Areias;SP
3654;3503604;AREIOPOLIS;Areiopolis;SP
3655;3503703;ARIRANHA;Ariranha;SP
3656;3503802;ARTUR NOGUEIRA;Artur Nogueira;SP
3657;3503901;ARUJA;Aruja;SP
3658;3504008;ASSIS;Assis;SP
3659;3504107;ATIBAIA;Atibaia;SP
3660;3504206;AURIFLAMA;Auriflama;SP
3661;3504305;AVAI;Avai;SP
3662;3504404;AVANHANDAVA;Avanhandava;SP
3663;3504503;AVARE;Avare;SP
3664;3504602;BADY BASSITT;Bady Bassitt;SP
3665;3504701;BALBINOS;Balbinos;SP
3666;3504800;BALSAMO;Balsamo;SP
3667;3504909;BANANAL;Bananal;SP
3668;3505104;BARBOSA;Barbosa;SP
3669;3505005;BARAO DE ANTONINA;Barao De Antonina;SP
3670;3505203;BARIRI;Bariri;SP
3671;3505302;BARRA BONITA;Barra Bonita;SP
3672;3505401;BARRA DO TURVO;Barra Do Turvo;SP
3673;3505500;BARRETOS;Barretos;SP
3674;3505609;BARRINHA;Barrinha;SP
3675;3505708;BARUERI;Barueri;SP
3676;3505807;BASTOS;Bastos;SP
3677;3505906;BATATAIS;Batatais;SP
3678;3506003;BAURU;Bauru;SP
3679;3506102;BEBEDOURO;Bebedouro;SP
3680;3506201;BENTO DE ABREU;Bento De Abreu;SP
3681;3506300;BERNARDINO DE CAMPOS;Bernardino De Campos;SP
3682;3506409;BILAC;Bilac;SP
3683;3506508;BIRIGUI;Birigui;SP
3684;3506607;BIRITIBA-MIRIM;Biritiba-Mirim;SP
3685;3506706;BOA ESPERANCA DO SUL;Boa Esperanca Do Sul;SP
3686;3506805;BOCAINA;Bocaina;SP
3687;3506904;BOFETE;Bofete;SP
3688;3507001;BOITUVA;Boituva;SP
3689;3507100;BOM JESUS DOS PERDOES;Bom Jesus Dos Perdoes;SP
3690;3507209;BORA;Bora;SP
3691;3507308;BORACEIA;Boraceia;SP
3692;3507407;BORBOREMA;Borborema;SP
3693;3507506;BOTUCATU;Botucatu;SP
3694;3507605;BRAGANCA PAULISTA;Braganca Paulista;SP
3695;3507704;BRAUNA;Brauna;SP
3696;3507803;BRODOWSKI;Brodowski;SP
3697;3507902;BROTAS;Brotas;SP
3698;3508009;BURI;Buri;SP
3699;3508108;BURITAMA;Buritama;SP
3700;3508207;BURITIZAL;Buritizal;SP
3701;3508306;CABRALIA PAULISTA;Cabralia Paulista;SP
3702;3508405;CABREUVA;Cabreuva;SP
3703;3508504;CACAPAVA;Cacapava;SP
3704;3508603;CACHOEIRA PAULISTA;Cachoeira Paulista;SP
3705;3508702;CACONDE;Caconde;SP
3706;3508801;CAFELANDIA;Cafelandia;SP
3707;3508900;CAIABU;Caiabu;SP
3708;3509007;CAIEIRAS;Caieiras;SP
3709;3509106;CAIUA;Caiua;SP
3710;3509205;CAJAMAR;Cajamar;SP
3711;3509304;CAJOBI;Cajobi;SP
3712;3509403;CAJURU;Cajuru;SP
3713;3509502;CAMPINAS;Campinas;SP
3714;3509601;CAMPO LIMPO PAULISTA;Campo Limpo Paulista;SP
3715;3509700;CAMPOS DO JORDAO;Campos Do Jordao;SP
3716;3509809;CAMPOS NOVOS PAULISTA;Campos Novos Paulista;SP
3717;3509908;CANANEIA;Cananeia;SP
3718;3510005;CANDIDO MOTA;Candido Mota;SP
3719;3510104;CANDIDO RODRIGUES;Candido Rodrigues;SP
3720;3510203;CAPAO BONITO;Capao Bonito;SP
3721;3510302;CAPELA DO ALTO;Capela Do Alto;SP
3722;3510401;CAPIVARI;Capivari;SP
3723;3510500;CARAGUATATUBA;Caraguatatuba;SP
3724;3510609;CARAPICUIBA;Carapicuiba;SP
3725;3510708;CARDOSO;Cardoso;SP
3726;3510807;CASA BRANCA;Casa Branca;SP
3727;3510906;CASSIA DOS COQUEIROS;Cassia Dos Coqueiros;SP
3728;3511003;CASTILHO;Castilho;SP
3729;3511102;CATANDUVA;Catanduva;SP
3730;3511201;CATIGUA;Catigua;SP
3731;3511300;CEDRAL;Cedral;SP
3732;3511409;CERQUEIRA CESAR;Cerqueira Cesar;SP
3733;3511508;CERQUILHO;Cerquilho;SP
3734;3511607;CESARIO LANGE;Cesario Lange;SP
3735;3511706;CHARQUEADA;Charqueada;SP
3736;3557204;CHAVANTES;Chavantes;SP
3737;3511904;CLEMENTINA;Clementina;SP
3738;3512001;COLINA;Colina;SP
3739;3512100;COLOMBIA;Colombia;SP
3740;3512209;CONCHAL;Conchal;SP
3741;3512308;CONCHAS;Conchas;SP
3742;3512407;CORDEIROPOLIS;Cordeiropolis;SP
3743;3512506;COROADOS;Coroados;SP
3744;3512605;CORONEL MACEDO;Coronel Macedo;SP
3745;3512704;CORUMBATAI;Corumbatai;SP
3746;3512803;COSMOPOLIS;Cosmopolis;SP
3747;3512902;COSMORAMA;Cosmorama;SP
3748;3513009;COTIA;Cotia;SP
3749;3513108;CRAVINHOS;Cravinhos;SP
3750;3513207;CRISTAIS PAULISTA;Cristais Paulista;SP
3751;3513306;CRUZALIA;Cruzalia;SP
3752;3513405;CRUZEIRO;Cruzeiro;SP
3753;3513504;CUBATAO;Cubatao;SP
3754;3513603;CUNHA;Cunha;SP
3755;3513702;DESCALVADO;Descalvado;SP
3756;3513801;DIADEMA;Diadema;SP
3757;3513900;DIVINOLANDIA;Divinolandia;SP
3758;3514007;DOBRADA;Dobrada;SP
3759;3514106;DOIS CORREGOS;Dois Corregos;SP
3760;3514205;DOLCINOPOLIS;Dolcinopolis;SP
3761;3514304;DOURADO;Dourado;SP
3762;3514403;DRACENA;Dracena;SP
3763;3514502;DUARTINA;Duartina;SP
3764;3514601;DUMONT;Dumont;SP
3765;3514700;ECHAPORA;Echapora;SP
3766;3514809;ELDORADO;Eldorado;SP
3767;3514908;ELIAS FAUSTO;Elias Fausto;SP
3768;3515004;EMBU DAS ARTES;Embu Das Artes;SP
3769;3515103;EMBU-GUACU;Embu-Guacu;SP
3770;3515202;ESTRELA D'OESTE;Estrela D'Oeste;SP
3771;3515301;ESTRELA DO NORTE;Estrela Do Norte;SP
3772;3515400;FARTURA;Fartura;SP
3773;3515509;FERNANDOPOLIS;Fernandopolis;SP
3774;3515608;FERNANDO PRESTES;Fernando Prestes;SP
3775;3515707;FERRAZ DE VASCONCELOS;Ferraz De Vasconcelos;SP
3776;3515806;FLORA RICA;Flora Rica;SP
3777;3515905;FLOREAL;Floreal;SP
3778;3516002;FLORIDA PAULISTA;Florida Paulista;SP
3779;3516101;FLORINEA;Florinea;SP
3780;3516200;FRANCA;Franca;SP
3781;3516309;FRANCISCO MORATO;Francisco Morato;SP
3782;3516408;FRANCO DA ROCHA;Franco Da Rocha;SP
3783;3516507;GABRIEL MONTEIRO;Gabriel Monteiro;SP
3784;3516606;GALIA;Galia;SP
3785;3516705;GARCA;Garca;SP
3786;3516804;GASTAO VIDIGAL;Gastao Vidigal;SP
3787;3516903;GENERAL SALGADO;General Salgado;SP
3788;3517000;GETULINA;Getulina;SP
3789;3517109;GLICERIO;Glicerio;SP
3790;3517208;GUAICARA;Guaicara;SP
3791;3517307;GUAIMBE;Guaimbe;SP
3792;3517406;GUAIRA;Guaira;SP
3793;3517505;GUAPIACU;Guapiacu;SP
3794;3517604;GUAPIARA;Guapiara;SP
3795;3517703;GUARA;Guara;SP
3796;3517802;GUARACAI;Guaracai;SP
3797;3517901;GUARACI;Guaraci;SP
3798;3518008;GUARANI D'OESTE;Guarani D'Oeste;SP
3799;3518107;GUARANTA;Guaranta;SP
3800;3518206;GUARARAPES;Guararapes;SP
3801;3518305;GUARAREMA;Guararema;SP
3802;3518404;GUARATINGUETA;Guaratingueta;SP
3803;3518503;GUAREI;Guarei;SP
