codigo,idade,departamento,escolaridade,sexo,nivel,funcao,est_civil,salario,horas_trab,total_tempo_trab,cursos_ultimo_ano,tempo_empresa,tempo_funcao,ultima_promocao,tempo_gerente_atual,deixou_a_empresa
1560,33,Vendas,4,M,2,Executivo de Vendas,Casado(a),6392,80,8,6,2,2,2,2,N
1562,30,Vendas,3,M,2,Executivo de Vendas,Casado(a),9714,80,10,4,10,8,6,7,S
1563,38,RH,4,M,2,RH,Casado(a),6077,80,10,2,6,3,1,2,N
1564,35,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2450,80,3,3,3,0,1,2,N
1568,30,Vendas,4,M,3,Executivo de Vendas,Casado(a),9250,80,9,3,4,2,1,3,N
1569,35,P&D,3,F,1,Tecnico de Laboratorio,Divorviado(a),2074,80,1,2,1,0,0,0,S
1572,53,P&D,5,F,3,Diretor de Manufatura,Casado(a),10169,80,34,4,33,7,1,9,S
1573,38,P&D,3,M,2,Diretor de Manufatura,Casado(a),4855,80,7,2,5,2,1,4,S
1574,32,P&D,4,M,2,Pesquisador,Casado(a),4087,80,9,3,6,5,1,2,N
1576,48,P&D,4,F,1,Pesquisador,Casado(a),2367,80,10,3,8,2,7,6,N
1577,34,P&D,4,M,1,Pesquisador,Solteiro(a),2972,80,1,4,1,0,0,0,N
1578,55,Vendas,5,M,5,Gerente,Casado(a),19586,80,36,3,36,6,2,13,N
1580,34,P&D,4,M,2,Pesquisador,Casado(a),5484,80,9,3,2,2,2,1,N
1581,26,P&D,3,F,1,Pesquisador,Casado(a),2061,80,1,5,1,0,0,0,N
1582,38,Vendas,3,M,2,Executivo de Vendas,Casado(a),9924,80,10,3,9,8,7,7,N
1583,38,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),4198,80,8,5,3,2,1,2,N
1585,36,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),6815,80,15,5,1,0,0,0,N
1586,29,P&D,1,M,1,Tecnico de Laboratorio,Solteiro(a),4723,80,10,3,10,9,1,5,N
1587,35,P&D,4,F,2,Representante de Saude,Solteiro(a),6142,80,10,4,5,2,0,4,N
1588,39,Vendas,3,M,3,Executivo de Vendas,Casado(a),8237,80,11,3,7,6,7,6,N
1590,29,P&D,1,M,2,Representante de Saude,Divorviado(a),8853,80,6,0,6,4,1,3,N
1591,50,Vendas,3,M,5,Gerente,Casado(a),19331,80,27,2,1,0,0,0,N
1592,23,P&D,3,M,1,Pesquisador,Casado(a),2073,80,4,2,2,2,2,2,N
1594,36,P&D,4,M,2,Tecnico de Laboratorio,Casado(a),5562,80,9,3,3,2,0,2,N
1595,42,P&D,2,M,5,Gerente,Solteiro(a),19613,80,24,2,1,0,0,1,N
1596,35,P&D,3,M,2,Tecnico de Laboratorio,Casado(a),3407,80,10,3,10,9,6,8,N
1597,34,P&D,4,M,2,Representante de Saude,Casado(a),5063,80,8,3,8,2,7,7,N
1598,40,Vendas,2,F,2,Executivo de Vendas,Casado(a),4639,80,5,2,5,4,1,2,N
1599,43,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),4876,80,8,0,6,4,0,2,N
1601,35,P&D,2,M,1,Tecnico de Laboratorio,Casado(a),2690,80,1,5,1,0,0,1,N
1602,46,Vendas,4,M,4,Gerente,Solteiro(a),17567,80,27,5,26,0,0,12,N
1604,28,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2408,80,1,3,1,1,0,0,S
1605,22,P&D,2,F,1,Pesquisador,Casado(a),2814,80,4,2,4,2,1,3,N
1606,50,P&D,5,M,4,Representante de Saude,Casado(a),11245,80,32,3,30,8,12,13,N
1607,32,P&D,4,F,1,Pesquisador,Casado(a),3312,80,6,3,3,2,0,2,N
1608,44,P&D,3,F,5,Diretor de Pesquisa,Divorviado(a),19049,80,23,4,22,7,1,10,N
1609,30,P&D,3,M,1,Pesquisador,Casado(a),2141,80,6,3,6,4,1,1,N
1611,45,P&D,5,F,2,Tecnico de Laboratorio,Solteiro(a),5769,80,10,3,10,7,1,4,N
1612,45,Vendas,3,M,2,Executivo de Vendas,Casado(a),4385,80,10,2,10,7,4,5,N
1613,31,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5332,80,10,3,5,2,0,3,N
1614,36,P&D,4,F,2,Diretor de Manufatura,Casado(a),4663,80,7,2,3,2,1,1,N
1615,34,P&D,4,M,2,Diretor de Manufatura,Divorviado(a),4724,80,9,3,9,7,7,2,N
1617,49,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),3211,80,10,3,9,6,1,4,N
1618,39,P&D,5,M,2,Diretor de Manufatura,Casado(a),5377,80,10,3,7,7,7,7,N
1619,27,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),4066,80,7,3,7,7,0,7,N
1621,35,P&D,5,M,2,Pesquisador,Casado(a),5208,80,16,2,16,15,1,10,N
1622,28,P&D,3,F,2,Diretor de Manufatura,Divorviado(a),4877,80,6,5,5,3,0,0,N
1623,21,P&D,1,M,1,Pesquisador,Solteiro(a),3117,80,3,2,2,2,2,2,N
1624,18,Vendas,2,F,1,Representante de Vendas,Solteiro(a),1569,80,0,2,0,0,0,0,S
1625,47,RH,4,F,5,Gerente,Casado(a),19658,80,27,2,5,2,1,0,N
1627,39,P&D,2,M,2,Tecnico de Laboratorio,Divorviado(a),3069,80,11,3,10,8,0,7,N
1628,40,P&D,3,F,3,Diretor de Manufatura,Casado(a),10435,80,18,2,18,15,14,12,N
1630,35,P&D,4,F,2,Representante de Saude,Casado(a),4148,80,15,5,14,11,2,9,N
1631,37,P&D,3,M,2,Diretor de Manufatura,Casado(a),5768,80,9,2,4,3,0,2,N
1633,39,P&D,3,F,2,Diretor de Manufatura,Solteiro(a),5042,80,10,2,9,2,3,8,N
1635,45,P&D,2,F,2,Diretor de Manufatura,Divorviado(a),5770,80,10,3,10,7,3,9,N
1638,38,P&D,2,F,3,Diretor de Manufatura,Casado(a),7756,80,10,6,5,4,0,2,N
1639,35,Vendas,3,M,3,Executivo de Vendas,Casado(a),10306,80,15,3,13,12,6,0,S
1640,37,P&D,3,F,1,Pesquisador,Casado(a),3936,80,8,2,8,4,7,7,N
1641,40,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),7945,80,18,2,4,2,3,3,N
1642,44,RH,5,M,2,RH,Casado(a),5743,80,14,3,10,7,0,2,N
1644,48,P&D,5,M,4,Gerente,Casado(a),15202,80,23,3,2,2,2,2,N
1645,35,Vendas,2,M,2,Executivo de Vendas,Divorviado(a),5440,80,7,2,2,2,2,2,S
1646,24,P&D,1,F,1,Pesquisador,Solteiro(a),3760,80,6,2,6,3,1,3,N
1647,27,P&D,3,F,1,Pesquisador,Casado(a),3517,80,5,0,3,2,0,2,N
1648,27,P&D,3,M,1,Pesquisador,Solteiro(a),2580,80,6,0,4,2,1,2,N
1649,40,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2166,80,10,3,4,2,0,3,S
1650,29,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),5869,80,8,2,5,2,1,4,N
1651,36,P&D,4,F,3,Representante de Saude,Casado(a),8008,80,9,6,3,2,0,2,N
1653,25,P&D,1,M,2,Diretor de Manufatura,Divorviado(a),5206,80,7,6,7,7,0,7,N
1654,39,P&D,3,M,2,Diretor de Manufatura,Casado(a),5295,80,7,3,5,4,1,0,N
1655,49,P&D,4,F,4,Diretor de Pesquisa,Casado(a),16413,80,27,2,4,2,1,2,N
1656,50,P&D,5,F,3,Diretor de Pesquisa,Divorviado(a),13269,80,19,3,14,11,1,11,N
1657,20,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2783,80,2,3,2,2,2,2,N
1658,34,P&D,3,F,2,Pesquisador,Divorviado(a),5433,80,11,2,11,8,7,9,N
1659,36,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2013,80,15,4,4,3,1,3,N
1661,49,P&D,1,F,4,Representante de Saude,Casado(a),13966,80,30,3,15,11,2,12,N
1662,36,P&D,4,F,2,Diretor de Manufatura,Casado(a),4374,80,4,6,3,2,1,2,N
1664,36,P&D,2,M,2,Representante de Saude,Divorviado(a),6842,80,13,3,5,4,0,4,N
1665,54,P&D,5,F,4,Gerente,Casado(a),17426,80,36,6,10,8,4,7,N
1666,43,P&D,2,M,4,Diretor de Pesquisa,Casado(a),17603,80,14,3,14,10,6,11,N
1667,35,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4581,80,13,2,11,9,6,7,S
1668,38,P&D,3,M,2,Pesquisador,Casado(a),4735,80,19,4,13,11,2,9,N
1669,29,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),4187,80,10,3,10,0,0,9,N
1670,33,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5505,80,6,5,6,2,0,4,N
1671,32,P&D,3,M,2,Pesquisador,Divorviado(a),5470,80,10,4,9,5,1,6,N
1673,31,Vendas,4,F,2,Executivo de Vendas,Casado(a),5476,80,10,2,10,0,0,2,N
1674,49,P&D,3,F,1,Tecnico de Laboratorio,Divorviado(a),2587,80,17,2,2,2,2,2,N
1675,38,P&D,3,F,1,Tecnico de Laboratorio,Solteiro(a),2440,80,4,3,4,3,3,3,N
1676,47,Vendas,4,F,4,Gerente,Divorviado(a),15972,80,29,2,3,2,1,2,N
1677,49,P&D,3,M,4,Gerente,Solteiro(a),15379,80,23,2,8,7,0,0,N
1678,41,Vendas,2,M,3,Executivo de Vendas,Solteiro(a),7082,80,21,2,2,0,0,2,N
1680,20,Vendas,1,M,1,Representante de Vendas,Solteiro(a),2728,80,2,3,2,2,0,2,N
1681,33,Vendas,3,F,2,Executivo de Vendas,Divorviado(a),5368,80,7,2,6,5,1,2,N
1682,36,P&D,4,M,2,Representante de Saude,Casado(a),5347,80,10,2,3,2,0,2,N
1683,44,RH,3,F,1,RH,Divorviado(a),3195,80,8,2,2,2,2,2,N
1684,23,P&D,1,M,1,Tecnico de Laboratorio,Solteiro(a),3989,80,5,2,5,4,1,2,S
1687,38,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),3306,80,7,5,0,0,0,0,N
1689,53,P&D,4,M,3,Representante de Saude,Casado(a),7005,80,11,2,4,3,1,2,N
1691,48,Vendas,2,F,1,Representante de Vendas,Casado(a),2655,80,19,3,9,7,7,7,S
1692,32,P&D,4,M,1,Tecnico de Laboratorio,Solteiro(a),1393,80,1,2,1,0,0,0,S
1693,26,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2570,80,7,5,7,7,5,7,N
1694,55,P&D,3,M,1,Pesquisador,Divorviado(a),3537,80,8,1,4,2,1,2,N
1696,34,P&D,2,M,2,Tecnico de Laboratorio,Casado(a),3986,80,15,3,15,10,4,13,N
1697,60,P&D,4,M,3,Representante de Saude,Divorviado(a),10883,80,19,2,1,0,0,0,N
1698,33,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2028,80,14,6,14,11,2,13,N
1700,37,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),9525,80,6,2,6,3,1,3,N
1701,34,P&D,3,F,1,Pesquisador,Casado(a),2929,80,10,3,10,9,8,7,N
1702,23,Vendas,3,M,1,Representante de Vendas,Divorviado(a),2275,80,3,2,3,2,0,2,S
1703,44,P&D,3,F,3,Representante de Saude,Casado(a),7879,80,9,2,8,7,6,7,N
1704,35,P&D,4,M,1,Pesquisador,Solteiro(a),4930,80,6,2,5,4,1,4,N
1706,43,Vendas,3,M,2,Executivo de Vendas,Casado(a),7847,80,10,3,10,9,8,8,N
1707,24,P&D,3,M,1,Pesquisador,Casado(a),4401,80,5,1,5,3,0,4,N
1708,41,Vendas,3,M,3,Executivo de Vendas,Solteiro(a),9241,80,10,3,10,8,8,7,N
1709,29,P&D,4,F,1,Tecnico de Laboratorio,Casado(a),2974,80,9,2,5,3,1,2,N
1710,36,Vendas,4,F,2,Representante de Vendas,Solteiro(a),4502,80,17,2,13,7,6,7,N
1712,45,P&D,1,M,3,Representante de Saude,Casado(a),10748,80,25,3,23,15,14,4,N
1714,24,RH,1,M,1,RH,Casado(a),1555,80,1,2,1,0,0,0,S
1716,47,Vendas,3,M,4,Executivo de Vendas,Casado(a),12936,80,25,3,23,5,14,10,S
1718,26,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2305,80,3,3,3,2,0,2,N
1719,45,P&D,2,F,4,Diretor de Pesquisa,Solteiro(a),16704,80,21,2,21,6,8,6,N
1720,32,P&D,3,M,1,Pesquisador,Casado(a),3433,80,10,3,5,2,1,3,N
1721,31,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),3477,80,6,2,5,2,0,3,N
1722,41,RH,3,M,2,RH,Casado(a),6430,80,10,4,3,2,1,2,N
1724,40,P&D,2,F,2,Diretor de Manufatura,Casado(a),6516,80,18,3,1,0,0,0,N
1725,24,P&D,1,M,1,Tecnico de Laboratorio,Divorviado(a),3907,80,6,2,6,2,1,2,N
1727,46,P&D,4,M,2,Representante de Saude,Solteiro(a),5562,80,19,3,10,7,0,9,N
1728,35,P&D,4,M,2,Diretor de Manufatura,Casado(a),6883,80,17,3,7,7,0,7,N
1729,30,P&D,1,M,1,Pesquisador,Casado(a),2862,80,10,2,10,0,0,8,N
1731,47,Vendas,4,M,2,Executivo de Vendas,Casado(a),4978,80,4,3,1,0,0,0,N
1732,46,Vendas,3,M,3,Executivo de Vendas,Divorviado(a),10368,80,13,5,10,6,0,3,N
1733,36,Vendas,5,M,2,Executivo de Vendas,Divorviado(a),6134,80,16,3,2,2,2,2,S
1734,32,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),6735,80,10,2,0,0,0,0,S
1735,23,P&D,1,F,1,Tecnico de Laboratorio,Solteiro(a),3295,80,3,3,3,2,1,2,N
1736,31,P&D,1,F,2,Diretor de Manufatura,Solteiro(a),5238,80,9,3,5,4,1,4,N
1737,39,P&D,3,M,2,Tecnico de Laboratorio,Casado(a),6472,80,9,2,9,8,5,8,N
1739,32,Vendas,3,M,3,Executivo de Vendas,Casado(a),9610,80,10,2,4,3,0,2,N
1740,40,Vendas,4,M,5,Gerente,Solteiro(a),19833,80,21,3,21,8,12,8,N
1744,45,RH,3,F,3,RH,Casado(a),9756,80,9,2,5,0,0,3,N
1745,30,P&D,4,F,1,Pesquisador,Solteiro(a),4968,80,10,2,9,7,0,7,N
1746,24,RH,3,M,1,RH,Casado(a),2145,80,3,2,2,2,2,1,N
1747,30,RH,3,F,1,RH,Divorviado(a),2180,80,6,0,4,2,1,2,S
1749,31,Vendas,3,M,2,Executivo de Vendas,Casado(a),8346,80,6,3,5,2,0,2,N
1751,27,P&D,3,F,1,Pesquisador,Solteiro(a),3445,80,6,5,6,2,1,4,N
1752,29,Vendas,3,F,1,Representante de Vendas,Solteiro(a),2760,80,2,3,2,2,2,2,S
1753,29,P&D,3,M,2,Representante de Saude,Solteiro(a),6294,80,10,5,3,2,0,2,N
1754,30,Vendas,2,M,3,Executivo de Vendas,Divorviado(a),7140,80,12,2,7,7,1,7,N
1755,34,P&D,4,M,1,Pesquisador,Casado(a),2932,80,6,3,5,0,1,2,N
1756,33,Vendas,3,F,2,Executivo de Vendas,Solteiro(a),5147,80,13,2,11,7,1,7,N
1757,49,Vendas,4,F,2,Executivo de Vendas,Solteiro(a),4507,80,8,1,5,1,0,4,N
1758,33,Vendas,3,F,3,Executivo de Vendas,Solteiro(a),8564,80,11,2,0,0,0,0,S
1760,38,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),2468,80,9,4,6,1,0,5,N
1761,31,Vendas,4,M,3,Executivo de Vendas,Casado(a),8161,80,10,2,1,0,0,0,S
1762,29,P&D,3,F,1,Pesquisador,Divorviado(a),2109,80,1,2,1,0,0,0,N
1763,30,P&D,3,M,2,Representante de Saude,Casado(a),5294,80,10,3,7,0,1,7,N
1764,32,P&D,4,M,1,Pesquisador,Solteiro(a),2718,80,12,3,7,7,0,7,N
1766,38,P&D,3,M,2,Representante de Saude,Casado(a),5811,80,15,2,1,0,1,0,N
1767,43,P&D,3,M,1,Pesquisador,Casado(a),2437,80,6,4,1,0,0,0,S
1768,42,P&D,3,M,1,Tecnico de Laboratorio,Divorviado(a),2766,80,7,6,5,3,0,4,N
1770,55,P&D,3,M,5,Diretor de Pesquisa,Casado(a),19038,80,34,2,1,0,0,0,N
1771,33,P&D,3,M,2,Pesquisador,Divorviado(a),3055,80,11,2,9,8,1,7,N
1772,41,P&D,4,M,1,Tecnico de Laboratorio,Divorviado(a),2289,80,5,2,5,3,0,4,N
1774,34,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),4001,80,15,3,15,14,0,7,N
1775,53,P&D,4,F,4,Diretor de Manufatura,Casado(a),12965,80,27,2,3,2,0,2,N
1778,43,RH,3,M,1,RH,Solteiro(a),3539,80,10,5,9,7,1,8,N
1779,34,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),6029,80,6,3,2,2,2,2,N
1780,21,Vendas,1,M,1,Representante de Vendas,Solteiro(a),2679,80,1,3,1,0,1,0,S
1782,38,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),3702,80,5,3,5,4,0,4,N
1783,22,P&D,1,F,1,Tecnico de Laboratorio,Casado(a),2398,80,1,6,1,0,0,0,S
1784,31,Vendas,4,F,2,Executivo de Vendas,Casado(a),5468,80,13,3,12,7,5,7,N
1786,51,P&D,3,F,3,Gerente,Casado(a),13116,80,15,2,2,2,2,2,N
1787,37,Vendas,2,M,2,Executivo de Vendas,Casado(a),4189,80,5,2,5,2,0,3,N
1789,46,P&D,4,M,5,Diretor de Pesquisa,Divorviado(a),19328,80,24,3,2,1,2,2,N
1790,36,P&D,3,M,3,Representante de Saude,Casado(a),8321,80,15,1,12,8,5,7,N
1792,44,P&D,2,M,1,Pesquisador,Divorviado(a),2342,80,6,2,5,3,2,3,S
1794,37,RH,2,M,2,RH,Divorviado(a),4071,80,19,4,10,0,4,7,N
1797,35,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),5813,80,10,2,10,7,7,7,S
1798,33,P&D,4,M,1,Pesquisador,Casado(a),3143,80,14,1,10,8,7,6,N
1799,28,P&D,3,M,1,Pesquisador,Casado(a),2044,80,5,6,5,3,0,3,N
1800,39,P&D,1,M,3,Diretor de Pesquisa,Solteiro(a),13464,80,9,3,4,3,2,2,N
1801,46,Vendas,2,M,2,Executivo de Vendas,Solteiro(a),7991,80,6,3,2,2,2,2,N
1802,40,P&D,2,F,1,Tecnico de Laboratorio,Casado(a),3377,80,7,5,4,3,0,2,N
1803,42,P&D,3,M,2,Representante de Saude,Casado(a),5538,80,10,2,0,0,0,0,N
1804,35,P&D,2,M,2,Diretor de Manufatura,Divorviado(a),5762,80,15,6,7,7,1,7,N
1805,38,RH,3,M,1,RH,Divorviado(a),2592,80,13,3,11,10,3,8,N
1807,34,P&D,4,M,2,Tecnico de Laboratorio,Casado(a),5346,80,11,3,7,1,0,7,S
1809,37,P&D,4,M,2,Diretor de Manufatura,Solteiro(a),4213,80,10,4,10,3,0,8,S
1812,39,Vendas,3,M,2,Executivo de Vendas,Divorviado(a),4127,80,7,6,2,1,2,2,N
1813,43,P&D,3,M,1,Pesquisador,Solteiro(a),2438,80,7,2,3,2,1,2,N
1814,41,P&D,3,M,2,Representante de Saude,Solteiro(a),6870,80,11,3,3,2,1,2,N
1815,41,Vendas,1,F,3,Executivo de Vendas,Divorviado(a),10447,80,23,3,22,14,13,5,N
1816,30,P&D,3,F,3,Diretor de Manufatura,Solteiro(a),9667,80,9,3,7,7,0,2,N
1818,26,RH,2,F,1,RH,Casado(a),2148,80,6,3,5,1,1,4,S
1821,46,P&D,2,F,2,Representante de Saude,Casado(a),8926,80,13,2,9,7,3,7,S
1822,40,P&D,3,F,2,Representante de Saude,Divorviado(a),6513,80,12,3,5,3,0,3,N
1823,34,Vendas,2,M,2,Executivo de Vendas,Casado(a),6799,80,10,5,10,8,4,8,N
1824,58,Vendas,3,M,4,Gerente,Divorviado(a),16291,80,37,0,16,9,14,14,N
1826,35,P&D,4,M,1,Tecnico de Laboratorio,Casado(a),2705,80,6,2,5,4,0,3,N
1827,47,P&D,3,F,3,Diretor de Manufatura,Divorviado(a),10333,80,28,4,22,11,14,10,N
1829,40,P&D,3,F,2,Representante de Saude,Divorviado(a),4448,80,15,3,7,4,7,7,N
1830,54,P&D,4,F,2,Pesquisador,Casado(a),6854,80,14,2,7,1,1,7,N
1833,31,Vendas,4,F,3,Executivo de Vendas,Casado(a),9637,80,9,3,3,2,2,2,N
1834,28,P&D,3,F,1,Pesquisador,Casado(a),3591,80,3,3,3,2,1,2,N
1835,38,Vendas,4,F,2,Representante de Vendas,Casado(a),5405,80,20,4,4,2,0,3,N
1836,26,Vendas,3,M,2,Executivo de Vendas,Solteiro(a),4684,80,5,4,5,3,1,2,N
1837,58,P&D,4,M,4,Diretor de Pesquisa,Casado(a),15787,80,23,3,2,2,2,2,N
1839,18,P&D,3,F,1,Pesquisador,Solteiro(a),1514,80,0,4,0,0,0,0,N
1842,31,RH,5,M,1,RH,Casado(a),2956,80,2,4,1,0,0,0,S
1844,29,RH,3,M,1,RH,Divorviado(a),2335,80,4,3,2,2,2,0,S
1845,45,Vendas,4,F,2,Executivo de Vendas,Casado(a),5154,80,10,3,8,7,5,7,N
1847,36,P&D,4,F,2,Pesquisador,Casado(a),6962,80,15,2,1,0,0,0,N
1849,43,Vendas,4,M,2,Executivo de Vendas,Casado(a),5675,80,7,5,7,7,7,7,N
1850,27,P&D,2,F,1,Tecnico de Laboratorio,Solteiro(a),2379,80,6,3,5,4,0,2,N
1852,29,P&D,1,M,1,Tecnico de Laboratorio,Casado(a),3812,80,11,3,11,8,3,10,N
1853,32,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),4648,80,4,2,0,0,0,0,N
1854,42,P&D,4,M,1,Pesquisador,Casado(a),2936,80,10,1,6,3,3,3,N
1856,47,P&D,4,F,1,Tecnico de Laboratorio,Solteiro(a),2105,80,7,2,2,2,2,0,N
1857,46,P&D,2,M,3,Diretor de Manufatura,Divorviado(a),8578,80,12,4,9,8,4,7,N
1858,28,RH,2,M,1,RH,Divorviado(a),2706,80,3,2,3,2,2,2,N
1859,29,P&D,1,M,2,Representante de Saude,Divorviado(a),6384,80,11,3,7,0,1,6,N
1860,42,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),3968,80,8,3,0,0,0,0,N
1862,32,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),9907,80,7,3,2,2,2,2,S
1863,46,Vendas,3,F,4,Executivo de Vendas,Divorviado(a),13225,80,25,5,19,17,2,8,N
1864,27,Vendas,1,F,2,Representante de Vendas,Casado(a),3540,80,9,5,9,8,5,8,N
1865,29,RH,1,M,1,RH,Casado(a),2804,80,1,3,1,0,0,0,N
1866,43,P&D,3,F,5,Gerente,Casado(a),19392,80,21,2,16,12,6,14,N
1867,48,P&D,3,M,5,Diretor de Pesquisa,Casado(a),19665,80,29,3,22,10,12,9,N
1868,29,P&D,2,M,1,Pesquisador,Solteiro(a),2439,80,1,3,1,0,1,0,S
1869,46,Vendas,3,F,3,Executivo de Vendas,Casado(a),7314,80,14,2,8,7,0,7,S
1870,27,P&D,3,F,1,Pesquisador,Casado(a),4774,80,8,2,7,6,7,3,N
1871,39,P&D,4,M,2,Pesquisador,Divorviado(a),3902,80,7,2,2,2,2,2,N
1873,55,P&D,4,M,1,Pesquisador,Casado(a),2662,80,19,2,5,2,0,4,N
1875,28,Vendas,3,F,1,Representante de Vendas,Casado(a),2856,80,1,3,1,0,0,0,N
1876,30,Vendas,3,M,1,Representante de Vendas,Solteiro(a),1081,80,1,3,1,0,0,0,S
1878,22,P&D,1,M,1,Pesquisador,Solteiro(a),2472,80,1,2,1,0,0,0,S
1880,36,Vendas,4,F,2,Executivo de Vendas,Casado(a),5673,80,10,4,10,9,1,7,N
1881,31,P&D,3,M,2,Tecnico de Laboratorio,Divorviado(a),4197,80,10,2,10,8,0,2,N
1882,34,Vendas,3,M,3,Executivo de Vendas,Casado(a),9713,80,9,3,5,3,1,0,N
1883,29,P&D,3,M,1,Tecnico de Laboratorio,Solteiro(a),2062,80,11,2,3,2,1,2,N
1885,37,P&D,4,M,2,Pesquisador,Casado(a),4284,80,16,2,5,3,0,4,N
1886,35,P&D,2,F,2,Diretor de Manufatura,Casado(a),4788,80,4,2,3,2,0,2,N
1888,45,P&D,2,F,2,Diretor de Manufatura,Casado(a),5906,80,10,2,9,8,3,8,N
1890,36,RH,1,M,2,RH,Solteiro(a),3886,80,10,2,10,1,0,8,N
1892,40,P&D,4,M,4,Gerente,Divorviado(a),16823,80,22,3,19,7,11,16,N
1893,26,P&D,2,F,1,Pesquisador,Casado(a),2933,80,1,3,1,0,1,0,N
1898,27,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),6500,80,9,5,8,7,0,7,N
1900,48,P&D,3,F,4,Gerente,Divorviado(a),17174,80,24,3,22,17,4,7,N
1903,44,P&D,4,M,2,Representante de Saude,Casado(a),5033,80,10,5,2,0,2,2,N
1905,34,P&D,4,M,1,Pesquisador,Casado(a),2307,80,5,2,5,2,3,0,S
1907,56,P&D,2,M,1,Tecnico de Laboratorio,Solteiro(a),2587,80,5,3,4,2,1,0,S
1908,36,Vendas,2,M,2,Executivo de Vendas,Casado(a),5507,80,12,1,4,2,1,3,N
1909,41,Vendas,3,F,2,Executivo de Vendas,Casado(a),4393,80,14,3,5,4,1,4,N
1911,42,P&D,3,M,3,Diretor de Pesquisa,Casado(a),13348,80,18,3,13,7,5,7,N
1912,31,Vendas,2,F,2,Executivo de Vendas,Divorviado(a),6583,80,8,2,5,2,1,4,N
1915,34,Vendas,1,F,2,Executivo de Vendas,Casado(a),8103,80,9,3,4,2,0,1,N
1916,31,P&D,3,F,1,Tecnico de Laboratorio,Divorviado(a),3978,80,4,0,2,2,2,2,N
1918,26,P&D,3,M,1,Tecnico de Laboratorio,Casado(a),2544,80,8,3,7,7,7,7,N
1922,45,P&D,4,M,2,Representante de Saude,Solteiro(a),5399,80,12,3,4,2,0,3,N
1924,33,Vendas,4,M,2,Executivo de Vendas,Solteiro(a),5487,80,10,2,10,4,0,9,N
1927,28,Vendas,2,M,2,Executivo de Vendas,Casado(a),6834,80,7,2,7,7,0,7,N
1928,29,Vendas,3,M,1,Representante de Vendas,Solteiro(a),1091,80,1,3,1,0,0,0,S
1929,39,Vendas,4,F,2,Executivo de Vendas,Casado(a),5736,80,10,1,3,2,1,2,N
1931,27,P&D,4,M,1,Pesquisador,Casado(a),2226,80,6,3,5,3,1,2,N
1932,34,P&D,4,M,2,Pesquisador,Casado(a),5747,80,16,3,15,10,6,11,N
1933,28,Vendas,2,F,2,Executivo de Vendas,Solteiro(a),9854,80,6,0,2,0,2,2,S
1934,47,P&D,4,M,2,Pesquisador,Casado(a),5467,80,16,4,8,7,1,7,N
1935,56,Vendas,5,F,2,Executivo de Vendas,Casado(a),5380,80,6,3,0,0,0,0,N
1936,39,P&D,2,M,2,Diretor de Manufatura,Casado(a),5151,80,10,3,10,0,7,9,N
1937,38,P&D,3,F,2,Pesquisador,Divorviado(a),2133,80,20,3,20,11,0,7,N
1938,58,Vendas,3,F,4,Gerente,Casado(a),17875,80,29,2,1,0,0,0,N
1939,32,P&D,2,F,1,Pesquisador,Solteiro(a),2432,80,8,2,4,1,0,3,S
1940,38,P&D,2,M,1,Pesquisador,Divorviado(a),4771,80,10,0,5,2,0,3,N
1941,49,P&D,1,M,5,Diretor de Pesquisa,Casado(a),19161,80,28,3,5,4,4,3,N
1943,42,Vendas,4,M,2,Executivo de Vendas,Divorviado(a),5087,80,14,4,0,0,0,0,N
1944,27,RH,3,F,1,RH,Casado(a),2863,80,1,2,1,0,0,0,S
1945,35,Vendas,4,M,2,Executivo de Vendas,Casado(a),5561,80,6,2,5,3,0,4,N
